IPAddress,Describe,Time,Forgiveness,Morality,Tone,valenceThen_1,intensityThen_1,Valence Now,Intensity Now,revenge_1,revenge_1,revenge_1,revenge_1,revenge_1,Revenge,avoidance_1,avoidance_1,avoidance_1,avoidance_1,avoidance_1,avoidance_1,avoidance_2,Avoidance,benevolence_1,benevolence_1,benevolence_1,benevolence_1,benevolence_1,benevolence_1,Benevolence,age,gender
208.194.217.189,"You can be perfectly capable of loving someone and end up hurting them at some point. In fact, it's almost guaranteed to happen with any relationship. We say things we don't mean, we say things we do mean, and we do things we shouldn't all the time.","August, 2020",No,5,3,6,6,5,3,3,5,6,5,7,5.2,6,6,2,6,6,3,5,4.857142857,3,3,5,7,3,5,4.333333333,27,Male
73.200.118.41,A former school principal was very abusive. He did not support me in front of parents. He did not provide proper classroom support. He was demeaning in his feedback and appraisal of me.,39569,No,6,2,2,7,2,4,2,3,2,3,2,2.4,6,6,6,3,5,5,5,5.142857143,3,3,3,3,5,5,3.666666667,68,Male
172.59.222.166,"One time when we were moving, I had asked my father's wife to help us watch our children while we moved the furniture into our new apartment. I did not see it for myself, but I did hear what happened. My youngest son at the time had hit his head on the doorknob to one of the rooms. She then started cackling at what had happened instead of trying to help. My partner and I were able to console him, and thankfully he was not seriously injured.",43313,No,6,2,2,3,2,3,1,2,2,1,1,1.4,6,5,6,5,3,5,5,5,4,4,4,4,4,4,4,35,Male
71.199.158.197,My neighbour sued me in civil court.  She asked me and my family to take in her pregnant dog because she didn't want to deal with the puppies. I said I would and would also find the dogs new homes.  I did that then she sued me for the return of her dog,43586,No,6,2,2,5,2,4,2,5,4,2,4,3.4,7,7,7,7,6,6,7,6.714285714,2,2,1,1,5,2,2.166666667,50,Male
72.223.72.124,One of my friends tried to sexually assault me at a botanical garden at night. We were there after hours and our two other friends went to the bathroom and I noticed he was acting really strange and deranged. I had a good sense to start to walk away from him and he chased me. I only was safe because I was faster than him. I never hung out with that friend group again because they wanted me to forgive him and are keeping him around instead of me.,44713,No,7,1,1,7,1,6,3,3,5,1,4,3.2,7,7,7,7,7,7,7,7,2,1,1,1,1,1,1.166666667,22,Female
47.6.220.40,"A person I thought was my friend was helping by giving information to my soon-to-be ex-husband, with whom I was going through a divorce. She was going through my private papers and relaying that to my ex.  She also called the parent evaluator 20x to say horrible things about me to try to have our son removed from my care to my ex's custody.","May, 2016",No,7,2,2,6,3,4,1,2,4,1,4,2.4,7,7,7,7,7,7,6,6.857142857,2,2,1,1,5,1,2,55,Female
73.104.164.251,"A few years ago, a friend of mine was talking trash about me behind my back. I was a cleaner at a little school my kids attended. I did it to help with tuition to be able to afford to send them there. I did my best to make sure the school was clean and honestly thought I did a pretty good job, but my friend came in one day and helped me. The teacher was very impressed and when she realized I had help, she was disappointed in me. She said that I wasn't very good at cleaning. Well, I had later found out that my friend was telling people that she should be the one cleaning because she is better at it than I am that I didn't deserve to have the job. She was talking about it with people behind my back. She even said that the teacher was saying to her that she made a mistake in hiring me. When I confronted the teacher she mentioned she never said that it was a mistake. I then confronted my friend who then admitted that she was jealous of me. It was very harmful and we are no longer close friends.",42401,No,5,1,1,6,1,6,1,1,1,1,1,1,7,7,7,7,7,7,4,6.571428571,4,1,1,1,4,1,2,36,Female
68.5.253.185,"We went away to the mountains with our neighbor and his son. We arrived safely, but our neighbor did not heed our warning to leave early to avoid the storm and had difficulty driving through the snow. Prior to that he had also exhibited strange behavior. While in the mountains he continued to behave erratically and insulted me on several occasions and even swore in front of my son. I no longer interact with this neighbor.","December, 2021",No,3,2,2,6,4,4,1,1,4,1,2,1.8,7,6,7,7,7,7,7,6.857142857,2,2,1,1,3,4,2.166666667,47,Female
108.244.222.232,"My instance occurred in January of 2023. I woke up to notices that $1400 had been taken out of my account. After investigating, I found out it was ""X"" Bank. I never approved any such transaction. As a result, I no longer trust ""X"" Bank. ",44927,No,7,1,1,7,2,4,2,1,2,1,1,1.4,7,6,7,7,3,7,7,6.285714286,2,1,2,3,4,2,2.333333333,54,Female
98.144.164.217,"My old roommate shirked our shared responsibilities for a new boyfriend. She would leave me to take care of her chores and cats while she would be away for half a week at a time, and then decided to move in with him two months after we had signed a new lease. She claimed she would still pay her half of everything and slowly backed out of each promise within three weeks of leaving, We eventually terminated our lease at her expense and parted ways forever.","September, 2021",No,7,3,1,7,3,3,1,1,4,1,1,1.6,7,7,7,7,7,7,4,6.571428571,4,1,4,4,3,4,3.333333333,31,Female
98.3.77.176,"Someone whom I was very much in love with led me to believe that he felt the same way towards me. We spent about 6 months together, and we both stated that we were working towards the goal of having a future together. I was ready to move closer to where he lived and look for a new job. He suddenly called me one night and told me we needed time apart, that he did not feel comfortable of the speed this relationship was following. He basically ghosted me and cut off all contact with me.",43556,No,6,2,1,7,2,6,1,1,5,1,5,2.6,7,7,7,7,1,7,7,6.142857143,1,1,1,1,2,1,1.166666667,72,Female
73.45.221.78,"I had an old boss that was harsh on people. He would make people stay late to finish things, and would always have negative feedback. It was known by upper management that he was rude to people, but nothing was done. I am glad that I left that workplace.",43132,No,5,2,2,4,2,2,3,3,3,2,4,3,6,6,5,6,6,6,6,5.857142857,2,3,2,2,3,2,2.333333333,33,Male
216.15.95.5,One event is when my girlfriend at the time cheated on me with a close friend. I was out of town and the two of them went to a party and hooked up while I as away. It broke my heart and made me feel so sad. I never let this go and never forgave either of them.,42186,No,7,1,1,7,1,4,2,7,7,3,7,5.2,6,7,7,7,7,7,6,6.714285714,1,1,1,1,1,1,1,33,Male
163.116.147.30,"I remember when a friend of mine decided to stop being my friend and focus on her new boyfriend at the time.  We were best friends, talked everyday, and then suddenly she got a new boyfriend and stopped talking to me.  She hurt me emotionally and I felt like everything we had in our friendship was thrown out.  I took her queues and also stopped communicating and even when she tried to reach out later in life - also stopped communicating with her.  ",44105,No,2,1,1,5,2,5,2,3,3,2,2,2.4,6,7,6,7,7,6,7,6.571428571,5,2,2,2,2,2,2.5,38,Male
104.51.170.129,"My ex girlfriend and I broke up due to her saying she was depressed and needing to seek help. She considered it a break. We were together for a year, and come to find out she had intended for the breakup to be permanent and it took me several years to get over it.","January, 2018",No,6,2,1,1,2,3,1,1,1,1,1,1,7,6,6,7,7,6,4,6.142857143,5,1,1,1,5,1,2.333333333,35,Male
70.190.160.141,"I never forgave an ex's brother and sister-in-law for harming me emotionally. They were emotionally abusive to my ex as well. I am an outgoing and typically well liked person, who always tries my best to be helpful. The way my helpful nature was taken advantage of, and I was broken down to be small and meek around them, was an excruciating process that lasted a long, terrible year. July 2014 is when it all began.","July, 2014",No,6,1,3,5,3,5,1,4,5,1,3,2.8,7,7,7,7,7,7,7,7,1,1,1,1,3,1,1.333333333,29,Female
67.188.45.67,"A very close friend little by little distanced themselves from me over time and then ended the friendship by having zero contact with me without explanation. From spending time together many times over the course of a month our visits were reduced to maybe once a month by this person. When together, there were snide hurtful remarks to me from this person where I couldn't understand what would cause those words. I asked several times to explain what was wrong and never got a response and they only changed the subject. To this day, I have no idea what was said or done on my part to have the friendship end.",42644,No,5,4,1,2,2,5,1,1,1,1,1,1,7,6,2,7,7,7,7,6.142857143,4,1,1,1,4,1,2,76,Female
172.73.111.74,"my sister hurt my feelings by not listening to what i had to say about common tasks in our house. we were roommates, but she was always trying to make rules. when i would tell her i didn't like it, she would tell me too bad. i still have never fully forgiven her for being so selfish.",43862,No,5,3,3,5,3,5,1,1,2,1,1,1.2,2,2,3,5,2,3,2,2.714285714,5,5,5,3,3,3,4,50,Male
173.16.48.49,"A few years ago I was living in Connecticut and I went to a casino there with my husband. I got bored so I wandered away from my husband (he was gambling) and I went to the mall in the casino. while there I was attacked and my purse was stolen by another woman. she hit me a few times and that got peoples attention, so they contacted security. because of some issues the person was going through, the state decided not to press charges against her. ","July, 2016",No,7,2,1,7,1,7,1,2,7,1,2,2.6,7,6,7,7,7,7,7,6.857142857,2,1,1,1,3,2,1.666666667,42,Female
173.73.40.191,"Mother-in-law would come over and chat with her daughter for hours when I was injured and confined to bed in notable pain.  This was instead of letting her daughter, my wife, keep me company while confined to bed and in pain.",44743,No,7,1,1,3,1,5,1,1,2,1,1,1.2,3,1,2,2,1,1,2,1.714285714,6,5,7,7,1,2,4.666666667,54,Male
75.85.43.237,"I was working a very stressful job overseas. My coworkers and I were doing a task together in one room. I wasn't my task correctly, so instead of my coworker voicing and telling me, she decides to push me and lay her hands on me. I was so upset after that and lost all respect for her.","July, 2020",No,7,1,3,6,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,33,Male
72.198.139.126,"some bitch at work reported a passive aggressive email to the owner of my company.  It was childish, and i probably shouldn't have sent it, but i feel this was the ""last straw"" and the reason i was let go at the company.  I thought it was an asshole that i sent it do that did  it, so i blew up on him and got a bit of a restraining order.....since then i found out it WAS NOT him and we made up, but that bitch i cc.ed on the email was the one that actually did it.",42278,No,4,1,1,1,2,7,7,3,3,2,1,3.2,5,3,7,1,3,5,3,3.857142857,2,3,3,4,4,3,3.166666667,44,Male
